Country or Area,Time Period,Sex,Age group,Unit of measurement,Nature,Value
The former Yugoslav Republic of Macedonia,2004,Male,15+,Percent,Modeled,0.0790284276
The former Yugoslav Republic of Macedonia,2004,Total,15 - 24,Percent,Modeled,0.7161517739
The former Yugoslav Republic of Macedonia,2004,Total,15+,Percent,Modeled,0.5759442449
The former Yugoslav Republic of Macedonia,2004,Total,25+,Percent,Modeled,0.5649599433
The former Yugoslav Republic of Macedonia,2004,Female,25+,Percent,Modeled,1.3843927383
The former Yugoslav Republic of Macedonia,2004,Female,15+,Percent,Modeled,1.351973772
The former Yugoslav Republic of Macedonia,2004,Male,25+,Percent,Modeled,0.0411701128
The former Yugoslav Republic of Macedonia,2003,Female,15 - 24,Percent,Modeled,0.9409778714
The former Yugoslav Republic of Macedonia,2003,Female,15+,Percent,Modeled,1.3310030699
The former Yugoslav Republic of Macedonia,2003,Female,25+,Percent,Modeled,1.3617969751
The former Yugoslav Republic of Macedonia,2003,Male,15 - 24,Percent,Modeled,0.5635658503
The former Yugoslav Republic of Macedonia,2003,Male,15+,Percent,Modeled,0.0877891332
The former Yugoslav Republic of Macedonia,2003,Male,25+,Percent,Modeled,0.0502094962
The former Yugoslav Republic of Macedonia,2003,Total,15 - 24,Percent,Modeled,0.7156639099
The former Yugoslav Republic of Macedonia,2003,Total,15+,Percent,Modeled,0.5889209509
The former Yugoslav Republic of Macedonia,2003,Total,25+,Percent,Modeled,0.5789117217
The former Yugoslav Republic of Macedonia,2002,Female,15 - 24,Percent,Modeled,1.0458307266
The former Yugoslav Republic of Macedonia,2002,Female,25+,Percent,Modeled,1.3978315592
The former Yugoslav Republic of Macedonia,2002,Male,15 - 24,Percent,Modeled,0.7121763229
The former Yugoslav Republic of Macedonia,2002,Male,25+,Percent,Modeled,0.0880973786
The former Yugoslav Republic of Macedonia,2002,Total,15 - 24,Percent,Modeled,0.8419723511
The former Yugoslav Republic of Macedonia,2002,Total,15+,Percent,Modeled,0.6228695512
The former Yugoslav Republic of Macedonia,2002,Total,25+,Percent,Modeled,0.6026276946
The former Yugoslav Republic of Macedonia,2002,Male,15+,Percent,Modeled,0.1411823332
The former Yugoslav Republic of Macedonia,2002,Female,15+,Percent,Modeled,1.3683285713
The former Yugoslav Republic of Macedonia,2000,Male,15+,Percent,Modeled,0.1889018863
The former Yugoslav Republic of Macedonia,2000,Male,15 - 24,Percent,Modeled,0.8404924273
The former Yugoslav Republic of Macedonia,2000,Female,15 - 24,Percent,Modeled,1.1361002922
The former Yugoslav Republic of Macedonia,2000,Female,15+,Percent,Modeled,1.5417859554
The former Yugoslav Republic of Macedonia,2000,Female,25+,Percent,Modeled,1.5809118748
The former Yugoslav Republic of Macedonia,2000,Male,25+,Percent,Modeled,0.1241597086
The former Yugoslav Republic of Macedonia,2000,Total,15 - 24,Percent,Modeled,0.949328959
The former Yugoslav Republic of Macedonia,2000,Total,15+,Percent,Modeled,0.6955750585
The former Yugoslav Republic of Macedonia,2000,Total,25+,Percent,Modeled,0.6706396341
Timor-Leste,2007,Total,25+,Percent,Estimated,41.3167762756
Timor-Leste,2007,Female,25+,Percent,Estimated,39.5035095215
Timor-Leste,2007,Female,15+,Percent,Estimated,40.9194412231
Timor-Leste,2007,Female,15 - 24,Percent,Estimated,47.3693733215
Timor-Leste,2007,Male,15 - 24,Percent,Estimated,46.7546424866
Timor-Leste,2007,Male,15+,Percent,Estimated,42.8395080566
Timor-Leste,2007,Male,25+,Percent,Estimated,42.1136245728
Timor-Leste,2007,Total,15 - 24,Percent,Estimated,46.9650344849
Timor-Leste,2007,Total,15+,Percent,Estimated,42.2417068481
Timor-Leste,2001,Female,15 - 24,Percent,Estimated,37.8757705688
Timor-Leste,2001,Female,15+,Percent,Estimated,36.926071167
Timor-Leste,2001,Male,15 - 24,Percent,Estimated,41.7784118652
Timor-Leste,2001,Male,15+,Percent,Estimated,39.8747787476
Timor-Leste,2001,Total,15 - 24,Percent,Estimated,40.2548904419
Timor-Leste,2001,Total,15+,Percent,Estimated,38.9230117798
Timor-Leste,2001,Total,25+,Percent,Estimated,38.5353012085
Timor-Leste,2001,Male,25+,Percent,Estimated,39.3900413513
Timor-Leste,2001,Female,25+,Percent,Estimated,36.5699958801
Togo,2011,Total,25+,Percent,Estimated,42.8499908447
Togo,2011,Male,15 - 24,Percent,Estimated,53.1867866516
Togo,2011,Female,15 - 24,Percent,Estimated,44.2282867432
Togo,2011,Female,15+,Percent,Estimated,43.8325080872
Togo,2011,Female,25+,Percent,Estimated,43.6849327087
Togo,2011,Male,15+,Percent,Estimated,44.9812507629
Togo,2011,Male,25+,Percent,Estimated,41.9797592163
Togo,2011,Total,15 - 24,Percent,Estimated,48.5718574524
Togo,2011,Total,15+,Percent,Estimated,44.3935089111
Togo,2006,Female,15+,Percent,Estimated,52.0799827576
Togo,2006,Female,25+,Percent,Estimated,51.5141487122
Togo,2006,Male,15+,Percent,Estimated,53.388923645
Togo,2006,Male,25+,Percent,Estimated,49.2947769165
Togo,2006,Total,15 - 24,Percent,Estimated,58.3794670105
Togo,2006,Total,25+,Percent,Estimated,50.4316253662
Togo,2006,Total,15+,Percent,Estimated,52.7174873352
Togo,2006,Male,15 - 24,Percent,Estimated,63.5819625854
Togo,2006,Female,15 - 24,Percent,Estimated,53.4747314453
Tunisia,2010,Total,25+,Percent,Modeled,1.4590610266
Tunisia,2010,Male,25+,Percent,Modeled,1.4800443649
Tunisia,2010,Female,15 - 24,Percent,Modeled,1.1382075548
Tunisia,2010,Female,15+,Percent,Modeled,1.3520290852
Tunisia,2010,Female,25+,Percent,Modeled,1.3943471909
Tunisia,2010,Male,15 - 24,Percent,Modeled,1.3256695271
Tunisia,2010,Male,15+,Percent,Modeled,1.4612270594
Tunisia,2010,Total,15 - 24,Percent,Modeled,1.2664048672
Tunisia,2010,Total,15+,Percent,Modeled,1.4334548712
Tunisia,2005,Female,15 - 24,Percent,Modeled,1.41180408
Tunisia,2005,Female,15+,Percent,Modeled,1.5835590363
Tunisia,2005,Female,25+,Percent,Modeled,1.6293045282
Tunisia,2005,Male,15 - 24,Percent,Modeled,1.5894873142
Tunisia,2005,Male,15+,Percent,Modeled,1.3720999956
Tunisia,2005,Total,15 - 24,Percent,Modeled,1.5301809311
Tunisia,2005,Total,15+,Percent,Modeled,1.4263511896
Tunisia,2005,Total,25+,Percent,Modeled,1.4063289165
Tunisia,2005,Male,25+,Percent,Modeled,1.3352711201
Tunisia,2000,Total,25+,Percent,Modeled,2.640938282
Tunisia,2000,Male,25+,Percent,Modeled,2.7560031414
Tunisia,2000,Female,15+,Percent,Modeled,2.1670584679
Tunisia,2000,Female,25+,Percent,Modeled,2.2118821144
Tunisia,2000,Female,15 - 24,Percent,Modeled,2.0337238312
Tunisia,2000,Male,15 - 24,Percent,Modeled,2.4299435616
Tunisia,2000,Male,15+,Percent,Modeled,2.7068934441
Tunisia,2000,Total,15 - 24,Percent,Modeled,2.2963950634
Tunisia,2000,Total,15+,Percent,Modeled,2.5809264183
Turkey,2012,Female,15+,Percent,Modeled,0.5879686475
Turkey,2012,Female,25+,Percent,Modeled,0.6423957348
Turkey,2012,Male,15 - 24,Percent,Modeled,0.7769083381
Turkey,2012,Male,15+,Percent,Modeled,0.7174780369
Turkey,2012,Male,25+,Percent,Modeled,0.7056120038
Turkey,2012,Total,15+,Percent,Modeled,0.6782503724
Turkey,2012,Total,25+,Percent,Modeled,0.6866795421
Turkey,2012,Female,15 - 24,Percent,Modeled,0.3397180736
Turkey,2012,Total,15 - 24,Percent,Modeled,0.63723737
Turkey,2011,Female,15 - 24,Percent,Modeled,0.3541248739
Turkey,2011,Female,15+,Percent,Modeled,0.5975409746
Turkey,2011,Female,25+,Percent,Modeled,0.6550913453
Turkey,2011,Male,15 - 24,Percent,Modeled,0.8592256308
Turkey,2011,Male,15+,Percent,Modeled,0.7470574975
Turkey,2011,Male,25+,Percent,Modeled,0.7237300873
Turkey,2011,Total,15 - 24,Percent,Modeled,0.698348999
Turkey,2011,Total,15+,Percent,Modeled,0.7027758956
Turkey,2011,Total,25+,Percent,Modeled,0.7037333846
Turkey,2010,Female,15+,Percent,Modeled,0.5959331393
Turkey,2010,Female,25+,Percent,Modeled,0.6561548114
Turkey,2010,Male,15 - 24,Percent,Modeled,0.7447897196
Turkey,2010,Male,15+,Percent,Modeled,0.5844446421
Turkey,2010,Male,25+,Percent,Modeled,0.5513635874
Turkey,2010,Total,15 - 24,Percent,Modeled,0.6179416776
Turkey,2010,Total,15+,Percent,Modeled,0.587796092
Turkey,2010,Total,25+,Percent,Modeled,0.5812340379
Turkey,2010,Female,15 - 24,Percent,Modeled,0.3513229191
Turkey,2009,Female,15 - 24,Percent,Modeled,0.3540989161
Turkey,2009,Female,15+,Percent,Modeled,0.6093254089
Turkey,2009,Female,25+,Percent,Modeled,0.6760604382
Turkey,2009,Male,15 - 24,Percent,Modeled,0.7429433465
Turkey,2009,Male,15+,Percent,Modeled,0.4913317859
Turkey,2009,Male,25+,Percent,Modeled,0.4380760193
Turkey,2009,Total,15 - 24,Percent,Modeled,0.6190311909
Turkey,2009,Total,15+,Percent,Modeled,0.5246919394
Turkey,2009,Total,25+,Percent,Modeled,0.5034335852
Turkey,2008,Male,15+,Percent,Modeled,0.5853635669
Turkey,2008,Female,15 - 24,Percent,Modeled,0.344931215
Turkey,2008,Female,15+,Percent,Modeled,0.5865474939
Turkey,2008,Female,25+,Percent,Modeled,0.6555418372
Turkey,2008,Male,15 - 24,Percent,Modeled,0.801340878
Turkey,2008,Male,25+,Percent,Modeled,0.5371574163
Turkey,2008,Total,15 - 24,Percent,Modeled,0.6590483785
Turkey,2008,Total,15+,Percent,Modeled,0.5856846571
Turkey,2008,Total,25+,Percent,Modeled,0.5681136847
Turkey,2007,Male,15+,Percent,Modeled,0.6796705127
Turkey,2007,Female,15 - 24,Percent,Modeled,0.3838218153
Turkey,2007,Female,15+,Percent,Modeled,0.6368039846
Turkey,2007,Female,25+,Percent,Modeled,0.7122926712
Turkey,2007,Male,15 - 24,Percent,Modeled,0.9365437627
Turkey,2007,Male,25+,Percent,Modeled,0.6205329299
Turkey,2007,Total,15 - 24,Percent,Modeled,0.7667766213
Turkey,2007,Total,15+,Percent,Modeled,0.6683008075
Turkey,2007,Total,25+,Percent,Modeled,0.6439185739
Turkey,2006,Female,15 - 24,Percent,Modeled,0.4172056913
Turkey,2006,Female,15+,Percent,Modeled,0.6785497665
Turkey,2006,Female,25+,Percent,Modeled,0.7583276629
Turkey,2006,Male,15 - 24,Percent,Modeled,1.0383167267
Turkey,2006,Male,25+,Percent,Modeled,0.7114223242
Turkey,2006,Total,15 - 24,Percent,Modeled,0.8482782841
Turkey,2006,Total,15+,Percent,Modeled,0.7486368418
Turkey,2006,Total,25+,Percent,Modeled,0.723352313
Turkey,2006,Male,15+,Percent,Modeled,0.773878932
Turkey,2005,Total,15+,Percent,Modeled,0.770840168
Turkey,2005,Female,15 - 24,Percent,Modeled,0.4277439713
Turkey,2005,Female,15+,Percent,Modeled,0.7103421092
Turkey,2005,Female,25+,Percent,Modeled,0.7987585068
Turkey,2005,Male,15 - 24,Percent,Modeled,1.0149638653
Turkey,2005,Male,15+,Percent,Modeled,0.7921241522
Turkey,2005,Male,25+,Percent,Modeled,0.7396463752
Turkey,2005,Total,15 - 24,Percent,Modeled,0.835575521
Turkey,2005,Total,25+,Percent,Modeled,0.7543492317
Turkey,2004,Female,15 - 24,Percent,Modeled,0.4429866076
Turkey,2004,Female,15+,Percent,Modeled,0.7226190567
Turkey,2004,Female,25+,Percent,Modeled,0.8138833642
Turkey,2004,Male,15+,Percent,Modeled,0.8014490008
Turkey,2004,Total,15 - 24,Percent,Modeled,0.83271873
Turkey,2004,Total,25+,Percent,Modeled,0.7672805786
Turkey,2004,Total,15+,Percent,Modeled,0.7807404995
Turkey,2004,Male,25+,Percent,Modeled,0.7518005967
Turkey,2004,Male,15 - 24,Percent,Modeled,1.0113300085
Turkey,2003,Total,15+,Percent,Modeled,0.8710151315
Turkey,2003,Male,25+,Percent,Modeled,0.8493117094
Turkey,2003,Male,15 - 24,Percent,Modeled,1.0698946714
Turkey,2003,Female,15 - 24,Percent,Modeled,0.5373604894
Turkey,2003,Female,15+,Percent,Modeled,0.8219915628
Turkey,2003,Female,25+,Percent,Modeled,0.912741363
Turkey,2003,Male,15+,Percent,Modeled,0.891058147
Turkey,2003,Total,15 - 24,Percent,Modeled,0.8871926069
Turkey,2003,Total,25+,Percent,Modeled,0.8668566942
Turkey,2002,Female,15 - 24,Percent,Estimated,0.5380708575
Turkey,2002,Female,15+,Percent,Estimated,0.7556894422
Turkey,2002,Female,25+,Percent,Estimated,0.830922544
Turkey,2002,Male,15+,Percent,Estimated,0.9077532887
Turkey,2002,Total,15 - 24,Percent,Estimated,0.911976397
Turkey,2002,Total,25+,Percent,Estimated,0.8487294316
Turkey,2002,Total,15+,Percent,Estimated,0.8624720573
Turkey,2002,Male,25+,Percent,Estimated,0.8557476997
Turkey,2002,Male,15 - 24,Percent,Estimated,1.1151441336
Uganda,2012,Total,15+,Percent,Modeled,21.6988048553
Uganda,2012,Male,15 - 24,Percent,Modeled,20.7784118652
Uganda,2012,Male,15+,Percent,Modeled,20.7120189667
Uganda,2012,Male,25+,Percent,Modeled,20.6788463593
Uganda,2012,Female,15+,Percent,Modeled,22.7456741333
Uganda,2012,Total,25+,Percent,Modeled,22.357585907
Uganda,2012,Female,25+,Percent,Modeled,24.150888443
Uganda,2012,Female,15 - 24,Percent,Modeled,19.9903526306
Uganda,2012,Total,15 - 24,Percent,Modeled,20.3933315277
Uganda,2009,Total,15 - 24,Percent,Modeled,30.9784946442
Uganda,2009,Female,25+,Percent,Modeled,35.0643081665
Uganda,2009,Female,15 - 24,Percent,Modeled,31.2628574371
Uganda,2009,Female,15+,Percent,Modeled,33.8293151855
Uganda,2009,Male,15 - 24,Percent,Modeled,30.705368042
Uganda,2009,Male,15+,Percent,Modeled,30.6937046051
Uganda,2009,Male,25+,Percent,Modeled,30.6881637573
Uganda,2009,Total,15+,Percent,Modeled,32.2232055664
Uganda,2009,Total,25+,Percent,Modeled,32.8183174133
Uganda,2005,Female,15 - 24,Percent,Estimated,49.6898498535
Uganda,2005,Female,15+,Percent,Estimated,51.8160743713
Uganda,2005,Male,15+,Percent,Estimated,47.1238632202
Uganda,2005,Male,25+,Percent,Estimated,47.3910293579
Uganda,2005,Total,15+,Percent,Estimated,49.4548034668
Uganda,2005,Total,25+,Percent,Estimated,50.0543670654
Uganda,2005,Total,15 - 24,Percent,Estimated,48.09425354
Uganda,2005,Male,15 - 24,Percent,Estimated,46.516960144
Uganda,2005,Female,25+,Percent,Estimated,52.7540130615
Uganda,2002,Total,15 - 24,Percent,Modeled,60.4541549683
Uganda,2002,Female,25+,Percent,Modeled,65.3886642456
Uganda,2002,Female,15 - 24,Percent,Modeled,62.5868263245
Uganda,2002,Female,15+,Percent,Modeled,64.4962463379
Uganda,2002,Male,15 - 24,Percent,Modeled,58.2114639282
Uganda,2002,Male,15+,Percent,Modeled,59.5978660583
Uganda,2002,Male,25+,Percent,Modeled,60.1974487305
Uganda,2002,Total,15+,Percent,Modeled,62.0430755615
Uganda,2002,Total,25+,Percent,Modeled,62.7575950623
Ukraine,2013,Male,15 - 24,Percent,Modeled,0.9803960919
Ukraine,2013,Male,15+,Percent,Modeled,0.4250683486
Ukraine,2013,Male,25+,Percent,Modeled,0.3680633307
Ukraine,2013,Total,15 - 24,Percent,Modeled,1.0349106789
Ukraine,2013,Total,15+,Percent,Modeled,0.6192432046
Ukraine,2013,Total,25+,Percent,Modeled,0.5814255476
Ukraine,2013,Female,15 - 24,Percent,Modeled,1.1077406406
Ukraine,2013,Female,15+,Percent,Modeled,0.8232246041
Ukraine,2013,Female,25+,Percent,Modeled,0.800752461
Ukraine,2012,Female,25+,Percent,Modeled,0.8526358604
Ukraine,2012,Male,15 - 24,Percent,Modeled,1.1562592983
Ukraine,2012,Male,15+,Percent,Modeled,0.4411709905
Ukraine,2012,Male,25+,Percent,Modeled,0.3590307832
Ukraine,2012,Total,15 - 24,Percent,Modeled,1.1981630325
Ukraine,2012,Total,15+,Percent,Modeled,0.6567234993
Ukraine,2012,Total,25+,Percent,Modeled,0.6017695069
Ukraine,2012,Female,15 - 24,Percent,Modeled,1.2549002171
Ukraine,2012,Female,15+,Percent,Modeled,0.8850622177
Ukraine,2011,Female,15 - 24,Percent,Modeled,1.2419178486
Ukraine,2011,Female,15+,Percent,Modeled,0.8757888079
Ukraine,2011,Male,15+,Percent,Modeled,0.4305413961
Ukraine,2011,Male,25+,Percent,Modeled,0.3469877243
Ukraine,2011,Total,15 - 24,Percent,Modeled,1.1757121086
Ukraine,2011,Total,15+,Percent,Modeled,0.6488633156
Ukraine,2011,Total,25+,Percent,Modeled,0.5931316018
Ukraine,2011,Female,25+,Percent,Modeled,0.8423786759
Ukraine,2011,Male,15 - 24,Percent,Modeled,1.1260490417
Ukraine,2010,Female,25+,Percent,Modeled,0.8265755177
Ukraine,2010,Male,15 - 24,Percent,Modeled,1.0852638483
Ukraine,2010,Male,25+,Percent,Modeled,0.3027226925
Ukraine,2010,Total,25+,Percent,Modeled,0.5664399266
Ukraine,2010,Total,15 - 24,Percent,Modeled,1.1277453899
Ukraine,2010,Total,15+,Percent,Modeled,0.6218889356
Ukraine,2010,Male,15+,Percent,Modeled,0.3906221092
Ukraine,2010,Female,15 - 24,Percent,Modeled,1.1848119497
Ukraine,2010,Female,15+,Percent,Modeled,0.857032299
Ukraine,2009,Total,15 - 24,Percent,Modeled,1.3339599371
Ukraine,2009,Total,15+,Percent,Modeled,0.6879127622
Ukraine,2009,Male,15+,Percent,Modeled,0.4087328017
Ukraine,2009,Female,15 - 24,Percent,Modeled,1.454996109
Ukraine,2009,Female,15+,Percent,Modeled,0.9693849683
Ukraine,2009,Female,25+,Percent,Modeled,0.9197029471
Ukraine,2009,Male,15 - 24,Percent,Modeled,1.2395424843
Ukraine,2009,Male,25+,Percent,Modeled,0.297570765
Ukraine,2009,Total,25+,Percent,Modeled,0.6117460132
Ukraine,2008,Male,15 - 24,Percent,Modeled,1.4476984739
Ukraine,2008,Male,25+,Percent,Modeled,0.3964277506
Ukraine,2008,Total,25+,Percent,Modeled,0.6715828776
Ukraine,2008,Total,15 - 24,Percent,Modeled,1.4833910465
Ukraine,2008,Total,15+,Percent,Modeled,0.7605110407
Ukraine,2008,Male,15+,Percent,Modeled,0.5265230536
Ukraine,2008,Female,15 - 24,Percent,Modeled,1.5309339762
Ukraine,2008,Female,15+,Percent,Modeled,0.9998084307
Ukraine,2008,Female,25+,Percent,Modeled,0.9440461397
Ukraine,2007,Male,15+,Percent,Modeled,0.594378829
Ukraine,2007,Female,15 - 24,Percent,Modeled,1.7115284204
Ukraine,2007,Female,15+,Percent,Modeled,1.1097463369
Ukraine,2007,Female,25+,Percent,Modeled,1.0447704792
Ukraine,2007,Male,15 - 24,Percent,Modeled,1.6383472681
Ukraine,2007,Male,25+,Percent,Modeled,0.4439480007
Ukraine,2007,Total,15 - 24,Percent,Modeled,1.6698362827
Ukraine,2007,Total,15+,Percent,Modeled,0.8489508033
Ukraine,2007,Total,25+,Percent,Modeled,0.7455503345
Ukraine,2006,Female,15+,Percent,Modeled,1.2267768383
Ukraine,2006,Male,15 - 24,Percent,Modeled,1.7831517458
Ukraine,2006,Male,25+,Percent,Modeled,0.4836974144
Ukraine,2006,Total,15 - 24,Percent,Modeled,1.8314123154
Ukraine,2006,Total,15+,Percent,Modeled,0.9340990186
Ukraine,2006,Total,25+,Percent,Modeled,0.8193789721
Ukraine,2006,Female,15 - 24,Percent,Modeled,1.8947753906
Ukraine,2006,Male,15+,Percent,Modeled,0.6488154531
Ukraine,2006,Female,25+,Percent,Modeled,1.1531404257
Ukraine,2005,Male,15+,Percent,Modeled,0.7038193345
Ukraine,2005,Female,25+,Percent,Modeled,1.2076872587
Ukraine,2005,Female,15 - 24,Percent,Modeled,1.9793126583
Ukraine,2005,Female,15+,Percent,Modeled,1.2868151665
Ukraine,2005,Male,15 - 24,Percent,Modeled,1.8831944466
Ukraine,2005,Male,25+,Percent,Modeled,0.5297976136
Ukraine,2005,Total,15 - 24,Percent,Modeled,1.9248495102
Ukraine,2005,Total,15+,Percent,Modeled,0.9892178774
Ukraine,2005,Total,25+,Percent,Modeled,0.8666382432
Ukraine,2004,Female,15 - 24,Percent,Modeled,2.2326178551
Ukraine,2004,Female,25+,Percent,Modeled,1.3623070717
Ukraine,2004,Male,15 - 24,Percent,Modeled,1.9610110521
Ukraine,2004,Total,15 - 24,Percent,Modeled,2.0839388371
Ukraine,2004,Total,25+,Percent,Modeled,0.8943754435
Ukraine,2004,Total,15+,Percent,Modeled,1.0373368263
Ukraine,2004,Female,15+,Percent,Modeled,1.4579724073
Ukraine,2004,Male,15+,Percent,Modeled,0.6253021955
Ukraine,2004,Male,25+,Percent,Modeled,0.4253092706
Ukraine,2003,Total,15+,Percent,Modeled,1.0914123058
Ukraine,2003,Female,15+,Percent,Modeled,1.571059227
Ukraine,2003,Male,15+,Percent,Modeled,0.6143043041
Ukraine,2003,Male,25+,Percent,Modeled,0.4556977749
Ukraine,2003,Female,15 - 24,Percent,Modeled,2.1866271496
Ukraine,2003,Female,25+,Percent,Modeled,1.5008968115
Ukraine,2003,Male,15 - 24,Percent,Modeled,1.7832847834
Ukraine,2003,Total,15 - 24,Percent,Modeled,1.9688278437
Ukraine,2003,Total,25+,Percent,Modeled,0.9819514155
Ukraine,2002,Female,15 - 24,Percent,Modeled,2.4174821377
Ukraine,2002,Female,25+,Percent,Modeled,1.7049666643
Ukraine,2002,Male,15 - 24,Percent,Modeled,2.0610673428
Ukraine,2002,Total,15 - 24,Percent,Modeled,2.2242414951
Ukraine,2002,Total,25+,Percent,Modeled,1.1012661457
Ukraine,2002,Total,15+,Percent,Modeled,1.2266423702
Ukraine,2002,Female,15+,Percent,Modeled,1.7779548168
Ukraine,2002,Male,15+,Percent,Modeled,0.6775740981
Ukraine,2002,Male,25+,Percent,Modeled,0.4874525666
United Republic of Tanzania,2012,Female,15 - 24,Percent,Estimated,47.6847648621
United Republic of Tanzania,2012,Female,15+,Percent,Estimated,44.3430671692
United Republic of Tanzania,2012,Female,25+,Percent,Estimated,43.0667457581
United Republic of Tanzania,2012,Male,15 - 24,Percent,Estimated,45.7870941162
United Republic of Tanzania,2012,Male,15+,Percent,Estimated,40.5810012817
United Republic of Tanzania,2012,Male,25+,Percent,Estimated,38.5775680542
United Republic of Tanzania,2012,Total,15+,Percent,Estimated,42.4096641541
United Republic of Tanzania,2012,Total,25+,Percent,Estimated,40.7620048523
United Republic of Tanzania,2012,Total,15 - 24,Percent,Estimated,46.7069358826
