"Country or Area","Year(s)","Variant","Value"
"Uganda","1965","Estimate variant","6.477"
"Uganda","1960","Estimate variant","5.075"
"Uganda","1955","Estimate variant","3.963"
"Uganda","1950","Estimate variant","3.087"
"Ukraine","2030","Constant-fertility scenario","75.603"
"Ukraine","2030","High variant","75.603"
"Ukraine","2030","Low variant","75.603"
"Ukraine","2030","Medium variant","75.603"
"Ukraine","2025","Constant-fertility scenario","73.868"
"Ukraine","2025","High variant","73.868"
"Ukraine","2025","Low variant","73.868"
"Ukraine","2025","Medium variant","73.868"
"Ukraine","2020","Constant-fertility scenario","72.006"
"Ukraine","2020","High variant","72.006"
"Ukraine","2020","Low variant","72.006"
"Ukraine","2020","Medium variant","72.006"
"Ukraine","2015","Constant-fertility scenario","70.425"
"Ukraine","2015","High variant","70.425"
"Ukraine","2015","Low variant","70.425"
"Ukraine","2015","Medium variant","70.425"
"Ukraine","2010","Constant-fertility scenario","69.185"
"Ukraine","2010","High variant","69.185"
"Ukraine","2010","Low variant","69.185"
"Ukraine","2010","Medium variant","69.185"
"Ukraine","2005","Medium variant","68.333"
"Ukraine","2000","Medium variant","67.9"
"Ukraine","1995","Estimate variant","67.443"
"Ukraine","1990","Estimate variant","66.869"
"Ukraine","1985","Estimate variant","64.662"
"Ukraine","1980","Estimate variant","61.686"
"Ukraine","1975","Estimate variant","58.275"
"Ukraine","1970","Estimate variant","54.637"
"Ukraine","1965","Estimate variant","50.752"
"Ukraine","1960","Estimate variant","46.837"
"Ukraine","1955","Estimate variant","42.961"
"Ukraine","1950","Estimate variant","39.17"
"United Arab Emirates","2030","Constant-fertility scenario","93.262"
"United Arab Emirates","2030","High variant","93.262"
"United Arab Emirates","2030","Low variant","93.262"
"United Arab Emirates","2030","Medium variant","93.262"
"United Arab Emirates","2025","Constant-fertility scenario","92.827"
"United Arab Emirates","2025","High variant","92.827"
"United Arab Emirates","2025","Low variant","92.827"
"United Arab Emirates","2025","Medium variant","92.827"
"United Arab Emirates","2020","Constant-fertility scenario","92.362"
"United Arab Emirates","2020","High variant","92.362"
"United Arab Emirates","2020","Low variant","92.362"
"United Arab Emirates","2020","Medium variant","92.362"
"United Arab Emirates","2015","Constant-fertility scenario","91.605"
"United Arab Emirates","2015","High variant","91.605"
"United Arab Emirates","2015","Low variant","91.605"
"United Arab Emirates","2015","Medium variant","91.605"
"United Arab Emirates","2010","Constant-fertility scenario","90.486"
"United Arab Emirates","2010","High variant","90.486"
"United Arab Emirates","2010","Low variant","90.486"
"United Arab Emirates","2010","Medium variant","90.486"
"United Arab Emirates","2005","Medium variant","88.901"
"United Arab Emirates","2000","Medium variant","86.705"
"United Arab Emirates","1995","Estimate variant","83.713"
"United Arab Emirates","1990","Estimate variant","80.202"
"United Arab Emirates","1985","Estimate variant","76.149"
"United Arab Emirates","1980","Estimate variant","71.479"
"United Arab Emirates","1975","Estimate variant","65.402"
"United Arab Emirates","1970","Estimate variant","57.185"
"United Arab Emirates","1965","Estimate variant","48.551"
"United Arab Emirates","1960","Estimate variant","40.003"
"United Arab Emirates","1955","Estimate variant","32.04"
"United Arab Emirates","1950","Estimate variant","25.003"
"United Kingdom","2030","Constant-fertility scenario","92.372"
"United Kingdom","2030","High variant","92.372"
"United Kingdom","2030","Low variant","92.372"
"United Kingdom","2030","Medium variant","92.372"
"United Kingdom","2025","Constant-fertility scenario","91.875"
"United Kingdom","2025","High variant","91.875"
"United Kingdom","2025","Low variant","91.875"
"United Kingdom","2025","Medium variant","91.875"
"United Kingdom","2020","Constant-fertility scenario","91.343"
"United Kingdom","2020","High variant","91.343"
"United Kingdom","2020","Low variant","91.343"
"United Kingdom","2020","Medium variant","91.343"
"United Kingdom","2015","Constant-fertility scenario","90.774"
"United Kingdom","2015","High variant","90.774"
"United Kingdom","2015","Low variant","90.774"
"United Kingdom","2015","Medium variant","90.774"
"United Kingdom","2010","Constant-fertility scenario","90.263"
"United Kingdom","2010","High variant","90.263"
"United Kingdom","2010","Low variant","90.263"
"United Kingdom","2010","Medium variant","90.263"
"United Kingdom","2005","Medium variant","89.826"
"United Kingdom","2000","Medium variant","89.476"
"United Kingdom","1995","Estimate variant","89.223"
"United Kingdom","1990","Estimate variant","89.076"
"United Kingdom","1985","Estimate variant","88.928"
"United Kingdom","1980","Estimate variant","88.792"
"United Kingdom","1975","Estimate variant","88.742"
"United Kingdom","1970","Estimate variant","88.485"
"United Kingdom","1965","Estimate variant","87.084"
"United Kingdom","1960","Estimate variant","85.684"
"United Kingdom","1955","Estimate variant","84.947"
"United Kingdom","1950","Estimate variant","84.18"
"United Republic of Tanzania","2030","Constant-fertility scenario","55.438"
"United Republic of Tanzania","2030","High variant","55.438"
"United Republic of Tanzania","2030","Low variant","55.438"
"United Republic of Tanzania","2030","Medium variant","55.438"
"United Republic of Tanzania","2025","Constant-fertility scenario","52.462"
"United Republic of Tanzania","2025","High variant","52.462"
"United Republic of Tanzania","2025","Low variant","52.462"
"United Republic of Tanzania","2025","Medium variant","52.462"
"United Republic of Tanzania","2020","Constant-fertility scenario","49.368"
"United Republic of Tanzania","2020","High variant","49.368"
"United Republic of Tanzania","2020","Low variant","49.368"
"United Republic of Tanzania","2020","Medium variant","49.368"
"United Republic of Tanzania","2015","Constant-fertility scenario","46.176"
"United Republic of Tanzania","2015","High variant","46.176"
"United Republic of Tanzania","2015","Low variant","46.176"
"United Republic of Tanzania","2015","Medium variant","46.176"
"United Republic of Tanzania","2010","Constant-fertility scenario","42.152"
"United Republic of Tanzania","2010","High variant","42.152"
"United Republic of Tanzania","2010","Low variant","42.152"
"United Republic of Tanzania","2010","Medium variant","42.152"
"United Republic of Tanzania","2005","Medium variant","37.435"
"United Republic of Tanzania","2000","Medium variant","32.253"
"United Republic of Tanzania","1995","Estimate variant","26.902"
"United Republic of Tanzania","1990","Estimate variant","21.702"
"United Republic of Tanzania","1985","Estimate variant","17.6"
"United Republic of Tanzania","1980","Estimate variant","14.752"
"United Republic of Tanzania","1975","Estimate variant","10.076"
"United Republic of Tanzania","1970","Estimate variant","6.691"
"United Republic of Tanzania","1965","Estimate variant","5.251"
"United Republic of Tanzania","1960","Estimate variant","4.713"
"United Republic of Tanzania","1955","Estimate variant","4.228"
"United Republic of Tanzania","1950","Estimate variant","3.791"
"United States of America","2030","Constant-fertility scenario","84.46"
"United States of America","2030","High variant","84.46"
"United States of America","2030","Low variant","84.46"
"United States of America","2030","Medium variant","84.46"
"United States of America","2025","Constant-fertility scenario","83.387"
"United States of America","2025","High variant","83.387"
"United States of America","2025","Low variant","83.387"
"United States of America","2025","Medium variant","83.387"
"United States of America","2020","Constant-fertility scenario","82.233"
"United States of America","2020","High variant","82.233"
"United States of America","2020","Low variant","82.233"
"United States of America","2020","Medium variant","82.233"
"United States of America","2015","Constant-fertility scenario","80.993"
"United States of America","2015","High variant","80.993"
"United States of America","2015","Low variant","80.993"
"United States of America","2015","Medium variant","80.993"
"United States of America","2010","Constant-fertility scenario","79.66"
"United States of America","2010","High variant","79.66"
"United States of America","2010","Low variant","79.66"
"United States of America","2010","Medium variant","79.66"
"United States of America","2005","Medium variant","78.388"
"United States of America","2000","Medium variant","77.208"
"United States of America","1995","Estimate variant","76.149"
"United States of America","1990","Estimate variant","75.237"
"United States of America","1985","Estimate variant","74.495"
"United States of America","1980","Estimate variant","73.738"
"United States of America","1975","Estimate variant","73.653"
"United States of America","1970","Estimate variant","73.603"
"United States of America","1965","Estimate variant","71.88"
"United States of America","1960","Estimate variant","69.996"
"United States of America","1955","Estimate variant","67.165"
"United States of America","1950","Estimate variant","64.154"
"United States Virgin Islands","2030","Constant-fertility scenario","60.137"
"United States Virgin Islands","2030","High variant","60.137"
"United States Virgin Islands","2030","Low variant","60.137"
"United States Virgin Islands","2030","Medium variant","60.137"
"United States Virgin Islands","2025","Constant-fertility scenario","57.391"
"United States Virgin Islands","2025","High variant","57.391"
"United States Virgin Islands","2025","Low variant","57.391"
"United States Virgin Islands","2025","Medium variant","57.391"
"United States Virgin Islands","2020","Constant-fertility scenario","54.504"
"United States Virgin Islands","2020","High variant","54.504"
"United States Virgin Islands","2020","Low variant","54.504"
"United States Virgin Islands","2020","Medium variant","54.504"
"United States Virgin Islands","2015","Constant-fertility scenario","51.913"
"United States Virgin Islands","2015","High variant","51.913"
"United States Virgin Islands","2015","Low variant","51.913"
"United States Virgin Islands","2015","Medium variant","51.913"
"United States Virgin Islands","2010","Constant-fertility scenario","49.68"
"United States Virgin Islands","2010","High variant","49.68"
"United States Virgin Islands","2010","Low variant","49.68"
"United States Virgin Islands","2010","Medium variant","49.68"
"United States Virgin Islands","2005","Medium variant","47.847"
"United States Virgin Islands","2000","Medium variant","46.448"
"United States Virgin Islands","1995","Estimate variant","45.496"
"United States Virgin Islands","1990","Estimate variant","44.547"
"United States Virgin Islands","1985","Estimate variant","44.5"
"United States Virgin Islands","1980","Estimate variant","44.5"
"United States Virgin Islands","1975","Estimate variant","44.501"
"United States Virgin Islands","1970","Estimate variant","44.501"
"United States Virgin Islands","1965","Estimate variant","44.501"
"United States Virgin Islands","1960","Estimate variant","44.502"
"United States Virgin Islands","1955","Estimate variant","44.5"
"United States Virgin Islands","1950","Estimate variant","44.498"
"Uruguay","2030","Constant-fertility scenario","95.405"
"Uruguay","2030","High variant","95.405"
"Uruguay","2030","Low variant","95.405"
"Uruguay","2030","Medium variant","95.405"
"Uruguay","2025","Constant-fertility scenario","95.115"
"Uruguay","2025","High variant","95.115"
"Uruguay","2025","Low variant","95.115"
"Uruguay","2025","Medium variant","95.115"
"Uruguay","2020","Constant-fertility scenario","94.806"
"Uruguay","2020","High variant","94.806"
"Uruguay","2020","Low variant","94.806"
"Uruguay","2020","Medium variant","94.806"
"Uruguay","2015","Constant-fertility scenario","94.364"
"Uruguay","2015","High variant","94.364"
"Uruguay","2015","Low variant","94.364"
"Uruguay","2015","Medium variant","94.364"
"Uruguay","2010","Constant-fertility scenario","93.761"
"Uruguay","2010","High variant","93.761"
"Uruguay","2010","Low variant","93.761"
"Uruguay","2010","Medium variant","93.761"
"Uruguay","2005","Medium variant","92.96"
"Uruguay","2000","Medium variant","91.909"
"Uruguay","1995","Estimate variant","90.543"
"Uruguay","1990","Estimate variant","88.974"
"Uruguay","1985","Estimate variant","87.187"
"Uruguay","1980","Estimate variant","85.239"
"Uruguay","1975","Estimate variant","83.053"
"Uruguay","1970","Estimate variant","82.098"
"Uruguay","1965","Estimate variant","81.137"
"Uruguay","1960","Estimate variant","80.137"
"Uruguay","1955","Estimate variant","79.098"
"Uruguay","1950","Estimate variant","78.019"
"Uzbekistan","2030","Constant-fertility scenario","47.2"
"Uzbekistan","2030","High variant","47.2"
"Uzbekistan","2030","Low variant","47.2"
"Uzbekistan","2030","Medium variant","47.2"
"Uzbekistan","2025","Constant-fertility scenario","43.954"
"Uzbekistan","2025","High variant","43.954"
"Uzbekistan","2025","Low variant","43.954"
"Uzbekistan","2025","Medium variant","43.954"
"Uzbekistan","2020","Constant-fertility scenario","40.656"
"Uzbekistan","2020","High variant","40.656"
"Uzbekistan","2020","Low variant","40.656"
"Uzbekistan","2020","Medium variant","40.656"
"Uzbekistan","2015","Constant-fertility scenario","38.355"
"Uzbekistan","2015","High variant","38.355"
"Uzbekistan","2015","Low variant","38.355"
"Uzbekistan","2015","Medium variant","38.355"
"Uzbekistan","2010","Constant-fertility scenario","37.051"
"Uzbekistan","2010","High variant","37.051"
"Uzbekistan","2010","Low variant","37.051"
"Uzbekistan","2010","Medium variant","37.051"
"Uzbekistan","2005","Medium variant","36.737"
"Uzbekistan","2000","Medium variant","36.737"
"Uzbekistan","1995","Estimate variant","38.404"
"Uzbekistan","1990","Estimate variant","40.098"
"Uzbekistan","1985","Estimate variant","40.671"
"Uzbekistan","1980","Estimate variant","40.771"
"Uzbekistan","1975","Estimate variant","39.087"
"Uzbekistan","1970","Estimate variant","36.715"
"Uzbekistan","1965","Estimate variant","35.289"
"Uzbekistan","1960","Estimate variant","33.978"
"Uzbekistan","1955","Estimate variant","32.691"
"Uzbekistan","1950","Estimate variant","31.429"
"Vanuatu","2030","Constant-fertility scenario","38.07"
"Vanuatu","2030","High variant","38.07"
"Vanuatu","2030","Low variant","38.07"
"Vanuatu","2030","Medium variant","38.07"
