"Country or Area","Year","Sex","Classification","Subclassification","Coverage","Scope","Source","SourceID","Value","Value Footnotes"
"United Kingdom","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","9.32","86,136,137,138"
"United Kingdom","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","9.1","138,141,142"
"United Kingdom","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","9.13","89,141,142"
"United Kingdom","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","338","56"
"United Kingdom","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","7.47","56"
"United Kingdom","1997","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","8.56","56"
"United Kingdom","1997","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","376","56"
"United Kingdom","1997","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","9.82","89,141,142"
"United Kingdom","1997","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","9.74","138,141,142"
"United Kingdom","1997","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","10.02","86,136,137,138"
"United Kingdom","1997","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","8.04","86,136,137,138"
"United Kingdom","1997","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","7.88","138,141,142"
"United Kingdom","1997","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","7.88","89,141,142"
"United Kingdom","1997","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","270","56"
"United Kingdom","1997","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","6.3","56"
"United Kingdom","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","328","56"
"United Kingdom","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","7.35","56"
"United Kingdom","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","8.71","89,141,142"
"United Kingdom","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","8.7","138,141,142"
"United Kingdom","1996","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","9.33","138,141,142"
"United Kingdom","1996","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","9.38","89,141,142"
"United Kingdom","1996","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","8.43","56"
"United Kingdom","1996","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","365","56"
"United Kingdom","1996","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","265","56"
"United Kingdom","1996","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","6.21","56"
"United Kingdom","1996","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","7.49","89,141,142"
"United Kingdom","1996","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","7.51","138,141,142"
"United Kingdom","1995","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","8.31","138,141,142"
"United Kingdom","1995","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","8.32","89,141,142"
"United Kingdom","1995","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","7.07","56"
"United Kingdom","1995","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","310","56"
"United Kingdom","1995","Men","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","348","56"
"United Kingdom","1995","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","8.11","56"
"United Kingdom","1995","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","8.97","89,141,142"
"United Kingdom","1995","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","8.91","138,141,142"
"United Kingdom","1995","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","7.15","138,141,142"
"United Kingdom","1995","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","7.14","89,141,142"
"United Kingdom","1995","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour force survey","# 1","5.96","56"
"United Kingdom","1995","Women","ISIC-Rev.3","Total.","Employees","Earnings per week","Labour force survey","# 2","244","56"
"United Kingdom","1994","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","8.03","89,141,142"
"United Kingdom","1994","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","8.03","138,141,142"
"United Kingdom","1994","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","8.61","138,141,142"
"United Kingdom","1994","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","8.65","89,141,142"
"United Kingdom","1994","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","6.88","89,141,142"
"United Kingdom","1994","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","6.89","138,141,142"
"United Kingdom","1993","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","7.84","138,141,142"
"United Kingdom","1993","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","7.83","89,141,142"
"United Kingdom","1993","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","8.47","89,141,142"
"United Kingdom","1993","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","8.44","138,141,142"
"United Kingdom","1993","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","6.7","138,141,142"
"United Kingdom","1993","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","6.68","89,141,142"
"United Kingdom","1992","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","7.49","89,141,142"
"United Kingdom","1992","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","7.5","138,141,142"
"United Kingdom","1992","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","8.07","138,141,142"
"United Kingdom","1992","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","8.1","89,141,142"
"United Kingdom","1992","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","6.38","89,141,142"
"United Kingdom","1992","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","6.4","138,141,142"
"United Kingdom","1991","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","7","138,141,142"
"United Kingdom","1991","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","6.98","89,141,142"
"United Kingdom","1991","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","7.57","89,141,142"
"United Kingdom","1991","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","7.55","138,141,142"
"United Kingdom","1991","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","5.91","138,141,142"
"United Kingdom","1991","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","5.89","89,141,142"
"United Kingdom","1990","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","6.34","89,141,142"
"United Kingdom","1990","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","6.37","138,141,142"
"United Kingdom","1990","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","6.88","138,141,142"
"United Kingdom","1990","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","6.89","89,141,142"
"United Kingdom","1990","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","5.28","89,141,142"
"United Kingdom","1990","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","5.31","138,141,142"
"United Kingdom","1989","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","5.81","138,141,142"
"United Kingdom","1989","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","5.79","89,141,142"
"United Kingdom","1989","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","6.29","89,141,142"
"United Kingdom","1989","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","6.28","138,141,142"
"United Kingdom","1989","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 1","4.81","138,141,142"
"United Kingdom","1989","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","4.78","89,141,142"
"United Kingdom","1988","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","5.26","89,141,142"
"United Kingdom","1988","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","5.73","89,141,142"
"United Kingdom","1988","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","4.29","89,141,142"
"United Kingdom","1987","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","4.81","89,141,142"
"United Kingdom","1987","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","5.26","89,141,142"
"United Kingdom","1987","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","3.86","89,141,142"
"United Kingdom","1986","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","4.47","89,141,142"
"United Kingdom","1986","Men","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","4.87","89,141,142"
"United Kingdom","1986","Women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 3","3.61","89,141,142"
"United States","2008","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","18.08","143,144"
"United States","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per hour","Labour-related establishment survey","# 2","17.43","143,144"
